headline,impact_score,published_at,category,ticker,source,sentiment_label,urgency,data_type
Bitcoin event impacts volatility,38.8,2025-12-19,macro,NVDA,Bloomberg,negative,low,news
Fed event impacts volatility,36.99,2025-12-19,fed,SPY,CNBC,negative,medium,news
Fed event impacts volatility,93.63,2025-12-22,crypto,BTC,Bloomberg,negative,low,news
Fed event impacts volatility,84.48,2025-12-22,fed,TSLA,Bloomberg,neutral,medium,news
Fed event impacts volatility,87.44,2025-12-23,crypto,TSLA,CNBC,neutral,low,news
ETF event impacts volatility,58.79,2025-12-23,fed,NVDA,CNBC,neutral,high,news
Market event impacts volatility,64.02,2025-12-24,macro,BTC,Bloomberg,positive,medium,news
Bitcoin event impacts volatility,32.98,2025-12-24,fed,TSLA,CNBC,negative,high,news
Market event impacts volatility,59.39,2025-12-25,macro,SPY,Reuters,neutral,medium,news
Bitcoin event impacts volatility,27.96,2025-12-25,macro,TSLA,CNBC,neutral,low,news
Bitcoin event impacts volatility,15.4,2025-12-26,ai,NVDA,CNBC,positive,low,news
AI event impacts volatility,64.71,2025-12-26,macro,SPY,Bloomberg,neutral,medium,news
AI event impacts volatility,31.35,2025-12-29,fed,BTC,CNBC,positive,medium,news
Bitcoin event impacts volatility,21.47,2025-12-29,macro,TSLA,CNBC,negative,high,news
Market event impacts volatility,66.59,2025-12-30,macro,SPY,Reuters,positive,high,news
AI event impacts volatility,1.79,2025-12-30,ai,SPY,CNBC,negative,medium,news
Fed event impacts volatility,51.06,2025-12-31,fed,SPY,CNBC,neutral,low,news
Bitcoin event impacts volatility,17.62,2025-12-31,crypto,SPY,Bloomberg,positive,high,news
Fed event impacts volatility,41.49,2026-01-01,crypto,BTC,CNBC,negative,high,news
Bitcoin event impacts volatility,16.63,2026-01-01,macro,TSLA,Reuters,negative,high,news
AI event impacts volatility,38.76,2026-01-02,earnings,SPY,Reuters,negative,medium,news
ETF event impacts volatility,62.56,2026-01-02,macro,BTC,Reuters,neutral,low,news
AI event impacts volatility,87.76,2026-01-05,earnings,TSLA,Bloomberg,neutral,low,news
AI event impacts volatility,64.73,2026-01-05,fed,TSLA,CNBC,positive,medium,news
Fed event impacts volatility,98.67,2026-01-06,fed,SPY,CNBC,negative,low,news
Market event impacts volatility,22.21,2026-01-06,crypto,SPY,Bloomberg,positive,low,news
AI event impacts volatility,76.25,2026-01-07,macro,TSLA,CNBC,neutral,medium,news
Fed event impacts volatility,33.55,2026-01-07,macro,NVDA,Reuters,neutral,medium,news
Fed event impacts volatility,65.3,2026-01-08,crypto,SPY,Reuters,positive,medium,news
AI event impacts volatility,76.56,2026-01-08,crypto,SPY,Bloomberg,neutral,medium,news
AI event impacts volatility,84.31,2026-01-09,fed,NVDA,Bloomberg,negative,low,news
Fed event impacts volatility,13.3,2026-01-09,fed,SPY,Reuters,negative,low,news
AI event impacts volatility,20.2,2026-01-12,fed,BTC,CNBC,positive,low,news
ETF event impacts volatility,18.47,2026-01-12,crypto,SPY,CNBC,neutral,high,news
Bitcoin event impacts volatility,68.71,2026-01-13,macro,TSLA,Bloomberg,negative,low,news
AI event impacts volatility,79.07,2026-01-13,ai,SPY,Bloomberg,positive,low,news
Market event impacts volatility,38.31,2026-01-14,ai,NVDA,Bloomberg,neutral,medium,news
Fed event impacts volatility,17.13,2026-01-14,macro,BTC,Reuters,negative,medium,news
AI event impacts volatility,45.85,2026-01-15,earnings,SPY,Reuters,negative,low,news
Fed event impacts volatility,9.06,2026-01-15,fed,NVDA,CNBC,neutral,high,news
Fed event impacts volatility,53.45,2026-01-16,macro,TSLA,CNBC,positive,medium,news
Bitcoin event impacts volatility,96.79,2026-01-16,fed,SPY,CNBC,positive,high,news
Bitcoin event impacts volatility,35.37,2026-01-19,macro,SPY,Bloomberg,negative,medium,news
AI event impacts volatility,16.0,2026-01-19,earnings,BTC,CNBC,positive,low,news
Market event impacts volatility,88.39,2026-01-20,earnings,NVDA,CNBC,positive,high,news
ETF event impacts volatility,17.74,2026-01-20,fed,SPY,Reuters,negative,high,news
Bitcoin event impacts volatility,60.6,2026-01-21,crypto,SPY,Bloomberg,neutral,medium,news
AI event impacts volatility,12.03,2026-01-21,fed,TSLA,Bloomberg,positive,low,news
AI event impacts volatility,34.78,2026-01-22,fed,TSLA,Bloomberg,negative,medium,news
Fed event impacts volatility,39.7,2026-01-22,ai,TSLA,Reuters,negative,medium,news
Fed event impacts volatility,36.55,2026-01-23,ai,SPY,Reuters,neutral,medium,news
Market event impacts volatility,68.88,2026-01-23,ai,TSLA,Reuters,neutral,low,news
Bitcoin event impacts volatility,16.77,2026-01-26,crypto,NVDA,CNBC,negative,low,news
Bitcoin event impacts volatility,39.6,2026-01-26,crypto,NVDA,Bloomberg,positive,high,news
Fed event impacts volatility,51.76,2026-01-27,earnings,BTC,CNBC,negative,high,news
ETF event impacts volatility,27.18,2026-01-27,crypto,BTC,Reuters,positive,low,news
Fed event impacts volatility,33.94,2026-01-28,crypto,NVDA,Reuters,neutral,low,news
ETF event impacts volatility,52.71,2026-01-28,macro,SPY,Bloomberg,positive,medium,news
Bitcoin event impacts volatility,42.95,2026-01-29,macro,NVDA,Bloomberg,negative,low,news
AI event impacts volatility,23.39,2026-01-29,fed,TSLA,Reuters,positive,low,news
Fed event impacts volatility,89.84,2026-01-30,macro,SPY,Bloomberg,negative,high,news
Bitcoin event impacts volatility,51.1,2026-01-30,fed,NVDA,CNBC,neutral,low,news
AI event impacts volatility,46.61,2026-02-02,macro,BTC,Reuters,neutral,high,news
ETF event impacts volatility,43.03,2026-02-02,earnings,BTC,Reuters,neutral,medium,news
Bitcoin event impacts volatility,99.23,2026-02-03,fed,BTC,CNBC,positive,high,news
Market event impacts volatility,30.07,2026-02-03,earnings,TSLA,CNBC,negative,high,news
Fed event impacts volatility,2.21,2026-02-04,fed,SPY,CNBC,neutral,low,news
Bitcoin event impacts volatility,19.68,2026-02-04,macro,TSLA,CNBC,positive,medium,news
Fed event impacts volatility,0.94,2026-02-05,macro,BTC,CNBC,positive,low,news
Fed event impacts volatility,79.09,2026-02-05,crypto,NVDA,Bloomberg,negative,low,news
Fed event impacts volatility,19.14,2026-02-06,fed,SPY,CNBC,positive,low,news
ETF event impacts volatility,32.19,2026-02-06,macro,TSLA,CNBC,neutral,low,news
Bitcoin event impacts volatility,65.71,2026-02-09,ai,SPY,CNBC,positive,high,news
AI event impacts volatility,90.05,2026-02-09,fed,TSLA,Bloomberg,positive,high,news
Fed event impacts volatility,82.93,2026-02-10,macro,BTC,Reuters,neutral,low,news
ETF event impacts volatility,80.48,2026-02-10,ai,TSLA,Reuters,neutral,medium,news
Market event impacts volatility,3.37,2026-02-11,macro,SPY,Reuters,negative,medium,news
Bitcoin event impacts volatility,15.28,2026-02-11,macro,NVDA,CNBC,neutral,medium,news
Fed event impacts volatility,78.45,2026-02-12,macro,NVDA,Reuters,neutral,medium,news
Market event impacts volatility,86.28,2026-02-12,ai,NVDA,Bloomberg,negative,high,news
AI event impacts volatility,52.94,2026-02-13,fed,TSLA,Reuters,positive,high,news
AI event impacts volatility,55.43,2026-02-13,fed,TSLA,Bloomberg,neutral,low,news
Bitcoin event impacts volatility,26.6,2026-02-16,ai,TSLA,Reuters,positive,medium,news
Fed event impacts volatility,19.49,2026-02-16,ai,SPY,Reuters,negative,medium,news
Market event impacts volatility,59.71,2026-02-17,crypto,BTC,Bloomberg,negative,low,news
Market event impacts volatility,39.87,2026-02-17,ai,SPY,CNBC,neutral,high,news
AI event impacts volatility,22.67,2026-02-18,earnings,TSLA,Reuters,negative,low,news
AI event impacts volatility,98.61,2026-02-18,earnings,BTC,CNBC,positive,high,news
Fed event impacts volatility,0.69,2026-02-19,earnings,BTC,CNBC,positive,medium,news
ETF event impacts volatility,27.0,2026-02-19,macro,SPY,Reuters,neutral,high,news
Market event impacts volatility,27.16,2026-02-20,crypto,NVDA,Bloomberg,negative,medium,news
Fed event impacts volatility,87.19,2026-02-20,fed,TSLA,Reuters,neutral,medium,news
AI event impacts volatility,68.32,2026-02-23,crypto,NVDA,Reuters,negative,low,news
Fed event impacts volatility,12.66,2026-02-23,earnings,BTC,Reuters,negative,medium,news
ETF event impacts volatility,5.99,2026-02-24,ai,TSLA,Reuters,neutral,low,news
ETF event impacts volatility,39.09,2026-02-24,fed,TSLA,Bloomberg,positive,medium,news
AI event impacts volatility,15.79,2026-02-25,earnings,SPY,Reuters,negative,low,news
Fed event impacts volatility,44.26,2026-02-25,crypto,SPY,CNBC,negative,low,news
AI event impacts volatility,75.56,2026-02-26,fed,BTC,CNBC,positive,high,news
Bitcoin event impacts volatility,45.04,2026-02-26,earnings,NVDA,Bloomberg,negative,low,news
AI event impacts volatility,33.9,2026-02-27,fed,NVDA,CNBC,negative,medium,news
Market event impacts volatility,18.15,2026-02-27,earnings,BTC,Reuters,negative,low,news
Market event impacts volatility,33.81,2026-03-02,earnings,BTC,Reuters,negative,high,news
ETF event impacts volatility,37.64,2026-03-02,fed,BTC,Reuters,positive,high,news
Market event impacts volatility,77.14,2026-03-03,macro,NVDA,CNBC,negative,low,news
Fed event impacts volatility,61.11,2026-03-03,fed,NVDA,Bloomberg,positive,medium,news
ETF event impacts volatility,79.71,2026-03-04,earnings,SPY,CNBC,positive,high,news
AI event impacts volatility,17.61,2026-03-04,earnings,BTC,Reuters,neutral,medium,news
Fed event impacts volatility,16.94,2026-03-05,ai,BTC,CNBC,negative,medium,news
Fed event impacts volatility,66.49,2026-03-05,earnings,SPY,CNBC,negative,low,news
Market event impacts volatility,83.31,2026-03-06,crypto,SPY,Reuters,negative,medium,news
Fed event impacts volatility,80.51,2026-03-06,ai,NVDA,Bloomberg,positive,high,news
ETF event impacts volatility,54.89,2026-03-09,crypto,TSLA,Bloomberg,neutral,high,news
ETF event impacts volatility,87.7,2026-03-09,macro,NVDA,Reuters,negative,low,news
ETF event impacts volatility,44.23,2026-03-10,crypto,NVDA,Bloomberg,neutral,low,news
Market event impacts volatility,40.2,2026-03-10,ai,BTC,Bloomberg,positive,medium,news
Market event impacts volatility,75.33,2026-03-11,crypto,BTC,Reuters,neutral,medium,news
Bitcoin event impacts volatility,14.65,2026-03-11,macro,SPY,Bloomberg,positive,low,news
Fed event impacts volatility,18.74,2026-03-12,ai,SPY,Bloomberg,positive,high,news
ETF event impacts volatility,82.68,2026-03-12,ai,SPY,CNBC,negative,low,news
Fed event impacts volatility,32.94,2026-03-13,earnings,NVDA,Reuters,positive,high,news
ETF event impacts volatility,36.65,2026-03-13,macro,NVDA,CNBC,positive,medium,news
Bitcoin event impacts volatility,14.87,2026-03-16,macro,SPY,CNBC,positive,high,news
Bitcoin event impacts volatility,21.0,2026-03-16,crypto,BTC,Bloomberg,neutral,low,news
Fed event impacts volatility,85.28,2026-03-17,crypto,NVDA,CNBC,positive,low,news
Market event impacts volatility,43.83,2026-03-17,macro,TSLA,Bloomberg,negative,low,news
Market event impacts volatility,36.33,2026-03-18,macro,NVDA,Bloomberg,positive,high,news
Market event impacts volatility,82.6,2026-03-18,fed,BTC,CNBC,negative,low,news
ETF event impacts volatility,9.11,2026-03-19,macro,BTC,Bloomberg,positive,low,news
AI event impacts volatility,96.39,2026-03-19,earnings,SPY,Bloomberg,neutral,high,news
Bitcoin event impacts volatility,59.45,2026-03-20,fed,BTC,CNBC,positive,medium,news
ETF event impacts volatility,37.96,2026-03-20,crypto,TSLA,Reuters,positive,high,news
ETF event impacts volatility,50.16,2026-03-23,ai,SPY,CNBC,positive,high,news
Fed event impacts volatility,79.33,2026-03-23,macro,SPY,Bloomberg,neutral,high,news
Fed event impacts volatility,45.52,2026-03-24,crypto,BTC,CNBC,negative,low,news
Fed event impacts volatility,70.29,2026-03-24,ai,SPY,Reuters,negative,low,news
Market event impacts volatility,35.43,2026-03-25,crypto,SPY,Bloomberg,neutral,low,news
Market event impacts volatility,54.74,2026-03-25,crypto,SPY,Reuters,positive,high,news
Fed event impacts volatility,66.75,2026-03-26,crypto,TSLA,Reuters,negative,medium,news
ETF event impacts volatility,98.05,2026-03-26,earnings,SPY,Reuters,positive,medium,news
Fed event impacts volatility,8.9,2026-03-27,macro,SPY,Bloomberg,neutral,high,news
Market event impacts volatility,45.74,2026-03-27,fed,SPY,Bloomberg,negative,high,news
Bitcoin event impacts volatility,69.29,2026-03-30,crypto,TSLA,Bloomberg,negative,low,news
Fed event impacts volatility,72.17,2026-03-30,fed,BTC,Reuters,positive,low,news
Bitcoin event impacts volatility,90.55,2026-03-31,ai,TSLA,Bloomberg,positive,medium,news
Bitcoin event impacts volatility,47.05,2026-03-31,ai,TSLA,Bloomberg,negative,low,news
AI event impacts volatility,63.87,2026-04-01,crypto,TSLA,CNBC,negative,medium,news
Bitcoin event impacts volatility,61.64,2026-04-01,fed,SPY,Reuters,positive,low,news
AI event impacts volatility,27.72,2026-04-02,crypto,BTC,Reuters,negative,low,news
Market event impacts volatility,75.68,2026-04-02,ai,TSLA,Reuters,negative,medium,news
ETF event impacts volatility,36.8,2026-04-03,fed,BTC,CNBC,neutral,high,news
AI event impacts volatility,23.95,2026-04-03,crypto,BTC,Bloomberg,negative,medium,news
ETF event impacts volatility,55.37,2026-04-06,fed,SPY,Reuters,neutral,low,news
Bitcoin event impacts volatility,68.97,2026-04-06,ai,NVDA,Bloomberg,neutral,medium,news
Fed event impacts volatility,65.45,2026-04-07,ai,NVDA,Bloomberg,positive,low,news
ETF event impacts volatility,98.38,2026-04-07,macro,NVDA,CNBC,positive,low,news
Market event impacts volatility,42.27,2026-04-08,crypto,TSLA,Reuters,negative,high,news
Market event impacts volatility,51.62,2026-04-08,macro,BTC,CNBC,negative,high,news
Market event impacts volatility,29.62,2026-04-09,fed,BTC,CNBC,negative,low,news
AI event impacts volatility,37.61,2026-04-09,earnings,BTC,Bloomberg,negative,medium,news
AI event impacts volatility,41.71,2026-04-10,macro,NVDA,CNBC,negative,low,news
Fed event impacts volatility,92.66,2026-04-10,earnings,NVDA,CNBC,negative,low,news
AI event impacts volatility,79.98,2026-04-13,crypto,SPY,Bloomberg,positive,low,news
Market event impacts volatility,20.89,2026-04-13,crypto,BTC,CNBC,positive,medium,news
Fed event impacts volatility,51.8,2026-04-14,ai,TSLA,Bloomberg,neutral,medium,news
AI event impacts volatility,34.06,2026-04-14,crypto,BTC,Bloomberg,neutral,high,news
Fed event impacts volatility,65.57,2026-04-15,crypto,TSLA,CNBC,positive,low,news
Market event impacts volatility,93.49,2026-04-15,macro,SPY,Bloomberg,positive,medium,news
Market event impacts volatility,16.72,2026-04-16,ai,NVDA,Bloomberg,neutral,low,news
Fed event impacts volatility,62.92,2026-04-16,earnings,NVDA,CNBC,positive,low,news
Market event impacts volatility,88.27,2026-04-17,fed,TSLA,Reuters,positive,low,news
ETF event impacts volatility,97.4,2026-04-17,crypto,BTC,Bloomberg,positive,low,news
AI event impacts volatility,71.34,2026-04-20,crypto,BTC,Reuters,positive,low,news
Fed event impacts volatility,38.58,2026-04-20,fed,TSLA,Reuters,positive,high,news
Bitcoin event impacts volatility,22.63,2026-04-21,macro,SPY,CNBC,positive,low,news
AI event impacts volatility,83.31,2026-04-21,earnings,NVDA,CNBC,negative,low,news
Fed event impacts volatility,59.81,2026-04-22,crypto,BTC,CNBC,neutral,high,news
AI event impacts volatility,76.61,2026-04-22,ai,SPY,CNBC,neutral,high,news
Market event impacts volatility,51.25,2026-04-23,earnings,TSLA,CNBC,negative,high,news
Bitcoin event impacts volatility,84.89,2026-04-23,crypto,SPY,Reuters,positive,high,news
Market event impacts volatility,63.67,2026-04-24,crypto,BTC,Reuters,neutral,medium,news
Bitcoin event impacts volatility,62.84,2026-04-24,ai,SPY,Reuters,negative,medium,news
ETF event impacts volatility,20.8,2026-04-27,fed,TSLA,Bloomberg,neutral,high,news
Fed event impacts volatility,95.87,2026-04-27,macro,BTC,CNBC,negative,low,news
Fed event impacts volatility,29.8,2026-04-28,ai,BTC,Bloomberg,neutral,low,news
Market event impacts volatility,35.99,2026-04-28,fed,BTC,Reuters,negative,low,news
Fed event impacts volatility,4.56,2026-04-29,earnings,BTC,CNBC,positive,high,news
Bitcoin event impacts volatility,16.48,2026-04-29,fed,SPY,Bloomberg,neutral,high,news
ETF event impacts volatility,99.95,2026-04-30,fed,NVDA,Reuters,positive,high,news
Fed event impacts volatility,25.28,2026-04-30,fed,SPY,Bloomberg,positive,high,news
Fed event impacts volatility,66.56,2026-05-01,macro,NVDA,Reuters,negative,low,news
ETF event impacts volatility,36.39,2026-05-01,macro,TSLA,Reuters,neutral,high,news
Fed event impacts volatility,69.93,2026-05-04,crypto,BTC,Reuters,positive,high,news
Bitcoin event impacts volatility,98.62,2026-05-04,macro,SPY,CNBC,negative,medium,news
ETF event impacts volatility,41.15,2026-05-05,ai,NVDA,CNBC,negative,low,news
Market event impacts volatility,21.29,2026-05-05,fed,TSLA,CNBC,positive,low,news
Fed event impacts volatility,26.31,2026-05-06,fed,BTC,Bloomberg,neutral,medium,news
Bitcoin event impacts volatility,2.14,2026-05-06,earnings,SPY,Reuters,negative,low,news
Bitcoin event impacts volatility,59.26,2026-05-07,ai,TSLA,Reuters,neutral,medium,news
Bitcoin event impacts volatility,13.93,2026-05-07,crypto,BTC,Bloomberg,positive,medium,news
Market event impacts volatility,27.77,2026-05-08,macro,BTC,Reuters,neutral,high,news
ETF event impacts volatility,71.72,2026-05-08,ai,NVDA,CNBC,negative,high,news
